scenario,size,instance,scale,customers,vehicle_pairs,trial_count,status,elapsed_seconds,offline_obj,offline_objective,avg_actual_cost,mean_actual_cost,worst_actual_cost,avg_fail,average_failed_customers,cost_std,average_online_replanning_seconds,worst_online_replanning_seconds
delta,Large,large_150c_9v_seed1,large,150,9,30,OK,7467.3,1986.7107642525168,1986.7107642525168,1924.6807556697063,1924.6807556697063,2181.119398873589,69.83333333333333,69.83333333333333,145.2171323306005,47.45036205033151,67.15313580119982
delta,Large,large_150c_9v_seed2,large,150,9,30,OK,2038.9,2094.152268917685,2094.152268917685,2023.060659142456,2023.060659142456,2315.697926565485,68.2,68.2,161.8697249981685,10.80963566324984,13.163181000156328
delta,Large,large_150c_9v_seed3,large,150,9,30,OK,2447.6,2013.107640388875,2013.107640388875,1988.1605185917845,1988.1605185917845,2222.0763146993795,73.2,73.2,101.64186186899,15.08792537317301,19.85069069894962
delta,Large,large_180c_11v_seed1,large,180,11,30,OK,2990.4,2833.18644966198,2833.18644966198,2848.1173314368016,2848.1173314368016,3090.4455804272493,90.1,90.1,137.77520604967117,19.7863892167729,28.41400270094164
delta,Large,large_180c_11v_seed2,large,180,11,30,OK,3675.7,2738.286732120813,2738.286732120813,2665.059183632368,2665.059183632368,3066.69672915344,86.66666666666667,86.66666666666667,171.95113838487555,15.31119093662904,23.960820398991928
delta,Large,large_180c_11v_seed3,large,180,11,30,OK,2337.2,2737.958259007205,2737.958259007205,2721.092742930626,2721.092742930626,3123.6194982042825,88.1,88.1,164.8825906921702,12.065191093304504,14.369669600622728
delta,Large,large_200c_13v_seed1,large,200,13,30,OK,3360.8,3108.442083351152,3108.442083351152,3020.3494590257874,3020.3494590257874,3455.6815150933608,92.7,92.7,180.88563282446492,29.27993156001903,39.11390070151538
delta,Large,large_200c_13v_seed2,large,200,13,30,OK,3274.8,3170.237279767457,3170.237279767457,3180.518912643605,3180.518912643605,3517.038242768387,98.73333333333332,98.73333333333332,191.842196564614,28.70491699349756,37.339525701943785
delta,Large,large_200c_13v_seed3,large,200,13,30,OK,2233.7,3170.080613769592,3170.080613769592,3044.743731313613,3044.743731313613,3249.3564873868154,97.06666666666666,97.06666666666666,110.83836173034894,13.802904040094775,16.991321400972083
delta,Large,large_250c_15v_seed1,large,250,15,30,OK,4430.7,4089.557992524628,4089.557992524628,4032.6052198166926,4032.6052198166926,4500.321641624794,118.53333333333332,118.53333333333332,222.27383222923476,24.454701473082725,30.795178797561675
delta,Large,large_250c_15v_seed2,large,250,15,30,OK,4162.9,4413.900426279636,4413.900426279636,4332.642441184263,4332.642441184263,4739.055458190173,119.93333333333334,119.93333333333334,194.55132047859595,30.489311649999586,38.85344730131328
delta,Large,large_250c_15v_seed3,large,250,15,30,OK,5486.6,4153.235361450105,4153.235361450105,4179.90342226003,4179.90342226003,4730.668686477127,124.76666666666668,124.76666666666668,230.008485530863,14.68740820348418,17.12623960035853
delta,Large,large_280c_18v_seed1,large,280,18,30,OK,5009.4,5163.541399229918,5163.541399229918,4992.817291781223,4992.817291781223,5624.958940636783,131.56666666666666,131.56666666666666,219.73791322643757,20.28502556026603,25.545881798956543
delta,Large,large_280c_18v_seed2,large,280,18,30,OK,8767.5,5196.682891865392,5196.682891865392,4949.217915749857,4949.217915749857,5392.776495039417,129.23333333333332,129.23333333333332,214.5117080618563,19.62027517304911,22.51009810063988
delta,Large,large_280c_18v_seed3,large,280,18,30,OK,8748.5,5156.635971744057,5156.635971744057,5053.817563433855,5053.817563433855,5426.986518248626,133.9,133.9,235.6517052531264,20.733671790206184,24.32284780056216
delta,Large,large_300c_20v_seed1,large,300,20,30,OK,4200.7,5221.147016755724,5221.147016755724,5172.098296005892,5172.098296005892,5674.397573465809,141.7,141.7,291.17347528236814,26.89978621309468,37.2291593994014
delta,Large,large_300c_20v_seed2,large,300,20,30,OK,4286.3,5459.420934279996,5459.420934279996,5424.6832814338895,5424.6832814338895,5885.953780715652,142.36666666666667,142.36666666666667,247.200827179798,23.423190580160977,28.5959459010046
delta,Large,large_300c_20v_seed3,large,300,20,30,OK,4156.2,5590.1732879966685,5590.1732879966685,5506.25821173287,5506.25821173287,6146.963413543551,144.93333333333334,144.93333333333334,251.02221394348112,16.233600093680433,18.42696660174988
epsilon,Large,large_150c_9v_seed1,large,150,9,30,OK,7323.1,1839.2203933002024,1839.2203933002024,1823.0189702380892,1823.0189702380892,1953.672091444812,66.53333333333333,66.53333333333333,74.13095154495137,47.96372804665783,58.74256889941171
epsilon,Large,large_150c_9v_seed2,large,150,9,30,OK,2345.3,2063.4292872186124,2063.4292872186124,2061.897652363325,2061.897652363325,2229.2384875692665,67.66666666666667,67.66666666666667,78.94956841001802,13.969279450077254,17.996101501164958
epsilon,Large,large_150c_9v_seed3,large,150,9,30,OK,2038.3,1899.483093178116,1899.483093178116,1881.4204042864,1881.4204042864,2034.1472647918056,66.03333333333333,66.03333333333333,80.09992223593777,10.932487643067724,13.176548299612476
epsilon,Large,large_180c_11v_seed1,large,180,11,30,OK,2808.1,2602.910070545918,2602.910070545918,2596.068321198484,2596.068321198484,2827.696422003698,79.56666666666666,79.56666666666666,134.64577791567342,17.61116659648251,20.655589799629524
epsilon,Large,large_180c_11v_seed2,large,180,11,30,OK,4314.9,2489.6331916481954,2489.6331916481954,2449.339729688352,2449.339729688352,2634.2842253453327,78.03333333333333,78.03333333333333,86.94412999162601,14.526311816841677,17.192537900991738
epsilon,Large,large_180c_11v_seed3,large,180,11,30,OK,2521.6,2568.9921958098307,2568.9921958098307,2531.729373303376,2531.729373303376,2721.4407758615425,79.13333333333334,79.13333333333334,96.92331002069264,22.31865336674576,29.17419479903765
epsilon,Large,large_200c_13v_seed1,large,200,13,30,OK,3655.8,2987.827857493035,2987.827857493035,2933.1768880223026,2933.1768880223026,3138.3899143971566,86.7,86.7,91.55811697666844,23.143088916596025,27.668165700277317
epsilon,Large,large_200c_13v_seed2,large,200,13,30,OK,2668.9,2950.547607848258,2950.547607848258,2881.998486306732,2881.998486306732,3138.22410909596,86.43333333333334,86.43333333333334,134.83961345532109,11.076595766904454,13.708800001768395
epsilon,Large,large_200c_13v_seed3,large,200,13,30,OK,2004.1,2878.689529025527,2878.689529025527,2795.761560881697,2795.761560881697,3070.1640343132985,86.7,86.7,102.42421294964416,10.932776536800278,12.1518087007571
epsilon,Large,large_250c_15v_seed1,large,250,15,30,OK,4463.9,3708.773715818376,3708.773715818376,3595.7440030167127,3595.7440030167127,3826.013381705856,107.53333333333332,107.53333333333332,120.46953803259032,20.354452950422036,24.549093301640823
epsilon,Large,large_250c_15v_seed2,large,250,15,30,OK,3670.4,4147.037921108467,4147.037921108467,4096.182982645401,4096.182982645401,4383.186669445985,110.8,110.8,168.48222946466146,28.10101112985673,35.1240808989387
epsilon,Large,large_250c_15v_seed3,large,250,15,30,OK,5050.7,3816.384722453525,3816.384722453525,3820.1765634065,3820.1765634065,4017.876928210315,110.93333333333334,110.93333333333334,116.73697043904102,14.037774799834006,16.054107499076054
epsilon,Large,large_280c_18v_seed1,large,280,18,30,OK,4437.4,4783.813876652279,4783.813876652279,4716.097470774163,4716.097470774163,5066.765161401561,118.3,118.3,178.32685621217794,25.957341477119677,29.905964299105108
epsilon,Large,large_280c_18v_seed2,large,280,18,30,OK,8293.0,4855.868729100972,4855.868729100972,4772.766876601954,4772.766876601954,5047.388091734247,119.56666666666666,119.56666666666666,130.6769786835741,15.892945833263608,20.08855670085177
epsilon,Large,large_280c_18v_seed3,large,280,18,30,OK,8289.0,4883.929486286953,4883.929486286953,4898.444471282996,4898.444471282996,5144.35956775193,122.13333333333334,122.13333333333334,126.096756023602,16.173706140082018,19.15694200270809
epsilon,Large,large_300c_20v_seed1,large,300,20,30,OK,3975.0,4958.189541409759,4958.189541409759,4884.308005317499,4884.308005317499,5059.895330080294,133.1,133.1,104.76898287675122,20.68492972014161,22.714570800308135
epsilon,Large,large_300c_20v_seed2,large,300,20,30,OK,3571.4,5038.876595718438,5038.876595718438,4977.412130189586,4977.412130189586,5313.0676659234,129.23333333333332,129.23333333333332,146.3785179932195,16.046575970024183,18.37211119988933
epsilon,Large,large_300c_20v_seed3,large,300,20,30,OK,4180.4,5063.2765909498185,5063.2765909498185,5064.754384179506,5064.754384179506,5401.638923711293,131.83333333333334,131.83333333333334,166.0434317891009,20.168920539901592,22.48301950003952
